bbnumber,customercategory,clientsegment,segmenttype,economicactivity,customerstatus,partition_date,td_hc_ob_amt_avg_12m,td_local_ccy_active_tag,hc_active_tag,depo_trb_avg_3m,time_deposit_us_dollar_others,savings_account_usd_us_dollar_others,total_cr_txn_amt_avg_3m,otc_offus_check_depo_txn_amt_avg_9m,gross_monthly_income,td_foreign_ccy_active_tag,casa_active_tag,savings_account_php_philippine_peso_others,otc_onus_check_depo_txn_amt_sum_3m,otc_onus_check_depo_txn_amt_sum_9m,digibanker_cr_txn_amt_sum_3m,otc_fund_transfer_txn_amt_sum_6m,mob_depo_max,inclearing_check_dr_txn_amt_sum_9m,total_cr_txn_amt_avg_pct_chg_6m,digibanker_cr_txn_cnt_sum_12m,total_dr_txn_amt_avg_pct_chg_12m,total_dr_txn_amt_avg_pct_chg_9m,mtd_adb_casa_amt_pct_chg_3m,total_cr_txn_amt_max_pct_chg_12m,total_cr_txn_amt_max_pct_chg_6m,trb_amt_avg_pct_chg_12m,mtd_adb_casa_amt_pct_chg_6m,trb_amt_max_pct_chg_6m,trb_amt_max_pct_chg_3m,otc_offus_check_depo_txn_cnt_max_pct_chg_6m,mtd_adb_casa_amt_pct_chg_9m,mtd_adb_casa_max_pct_chg_3m,total_dr_txn_amt_avg_pct_chg_6m,otc_offus_check_depo_txn_cnt_max_pct_chg_12m,trb_amt_avg_pct_chg_9m,mtd_adb_casa_avg_pct_chg_12m,trb_amt_max_pct_chg_12m,total_cr_txn_cnt_max_pct_chg_9m,checking_account_philippine_peso_business_plus_account,mtd_adb_casa_avg_pct_chg_6m,total_cr_txn_cnt_min_pct_chg_3m,trb_amt_avg_pct_chg_6m,mtd_adb_casa_max_pct_chg_6m,time_deposit_chinese_yuan_others,total_cr_txn_amt_min_pct_chg_6m,mtd_adb_casa_amt_pct_chg_12m,total_dr_txn_cnt_avg_pct_chg_12m,mtd_adb_casa_avg_pct_chg_9m,inclearing_check_dr_txn_amt_max_pct_chg_9m,atm_cash_withdrawal_txn_cnt_avg_12m,credit_card_active_tag,otc_check_encash_txn_cnt_sum_3m,non_casa_td_active_tag,total_cr_txn_amt_max_pct_chg_3m,mtd_adb_pct_chg_casa_1m,trb_amt_min_pct_chg_3m,checking_account_philippine_peso_others,inclearing_check_dr_txn_cnt_max_pct_chg_6m,total_cr_txn_cnt_avg_pct_chg_6m,total_dr_txn_amt_max_pct_chg_3m,all_access_active_tag,mtd_adb_casa_min_pct_chg_3m,total_dr_txn_cnt_avg_pct_chg_9m,inclearing_check_dr_txn_amt_max_pct_chg_3m,total_cr_txn_amt_min_pct_chg_3m,otc_check_encash_txn_cnt_max_pct_chg_12m,total_dr_txn_amt_avg_pct_chg_3m,total_dr_txn_amt_max_pct_chg_6m,total_cr_txn_amt_avg_pct_chg_3m,total_dr_txn_amt_min_pct_chg_6m,otc_cash_depo_cr_txn_cnt_sum_3m,total_cr_txn_cnt_max_pct_chg_3m,otc_cash_depo_cr_txn_cnt_max_pct_chg_3m,internet_pos_txn_cnt_avg_12m,total_dr_txn_cnt_avg_pct_chg_6m,total_dr_txn_cnt_max_pct_chg_3m,inclearing_check_dr_txn_amt_min_pct_chg_3m,otc_cash_depo_cr_txn_cnt_max_pct_chg_6m,savings_account_usd_chinese_yuan_others,inclearing_check_dr_txn_cnt_max_pct_chg_3m,otc_check_encash_txn_amt_sum_12m,otc_cash_depo_cr_txn_cnt_max_pct_chg_9m,total_dr_txn_amt_pct_chg_12m,otc_cash_depo_cr_txn_amt_max_pct_chg_3m,total_dr_txn_amt_pct_chg_9m,savings_account_usd_pound_sterling_others,otc_bills_pmt_txn_amt_sum_12m,total_dr_txn_amt_pct_chg_6m,total_dr_txn_cnt_pct_chg_12m,total_cr_txn_amt_pct_chg_9m,savings_account_usd_korean_won_others,otc_cash_depo_cr_txn_amt_sum_9m,total_dr_txn_amt_pct_chg_3m,savings_account_usd_european_ccy_unit_others,total_cr_txn_amt_pct_chg_6m,otc_bills_pmt_txn_amt_sum_3m,total_dr_txn_cnt_pct_chg_9m,total_cr_txn_amt_pct_chg_12m,otc_cash_depo_cr_txn_amt_max_pct_chg_12m,ob_amt_al,otc_bills_pmt_txn_amt_sum_6m,joint_acct_active_tag,total_dr_txn_cnt_pct_chg_3m,total_cr_txn_cnt_avg_pct_chg_3m,trb_amt_min_pct_chg_6m,savings_account_usd_swiss_franc_others,total_dr_txn_cnt_avg_pct_chg_3m,total_dr_txn_cnt_pct_chg_6m,savings_account_usd_yen_others,al_truck_active_tag,savings_account_usd_australian_dollar_others,epcs_cr_txn_amt_sum_9m,sbol_fund_transfer_txn_cnt_avg_9m,sbol_bills_pmt_txn_amt_avg_12m,bel_active_tag,total_dr_txn_cnt_max_pct_chg_12m,mtd_adb_casa_min_pct_chg_6m,total_cr_txn_cnt_pct_chg_9m,otc_cash_withdrawal_txn_cnt_avg_12m,total_cr_txn_amt_pct_chg_3m,savings_account_usd_canadian_dollar_others,otc_cash_depo_cr_txn_cnt_min_pct_chg_3m,total_dr_txn_cnt_min_pct_chg_3m,sbol_bills_pmt_txn_amt_avg_3m,atm_cash_depo_txn_amt_avg_12m,ada_loan_active_tag,savings_account_usd_hong_kong_dollar_others,gold_count_primary_cc,banca_active_tag,cashback_count_primary_cc,total_cr_txn_cnt_pct_chg_12m,classic_count_primary_cc,atm_ibft_dr_txn_cnt_sum_12m,bml_active_tag,total_ob_amt_cc,atm_cash_depo_txn_amt_avg_3m,otc_cash_withdrawal_txn_cnt_avg_3m,total_cr_txn_cnt_pct_chg_6m,savings_account_usd_singapore_dollar_others,dollar_savings_chinese_yuan_others,atm_ibft_dr_txn_cnt_sum_3m,titanium_count_primary_cc,ess_active_tag,al_fleet_active_tag,cts_active_tag,total_cr_txn_cnt_pct_chg_3m,platinum_count_primary_cc,world_count_primary_cc,hl_active_tag,savings_account_usd_new_zealand_dollar_others,semp_tag,savings_account_usd_baht_others,savings_account_jpy_yen_others,special_bsa_philippine_peso_others,savings_account_eur_european_ccy_unit_others,cel_active_tag,salad_active_tag,click_count_primary_cc,ob_amt_cel,ob_amt_salad,gift_cash_cards_philippine_peso_others,time_deposit_european_ccy_unit_others,time_deposit_yen_others,Target
3007,NON-FINANCIAL CORPORATION,M,UNSPECIFIED,Financial and Insurance Activities,Active,1/31/2023,1.50E+08,1,1,1.62E+08,0,0,1.07E+08,3.58E+07,4807692.31,0,1,0,0,0,0,0,7,-3.01E+07,0,0,0,0,-0.63,-1,-1,0,-0.86,-0.02,-0.03,-1,0,-0.19,528.93,-1,0,0,-0.01,-0.5,1,-0.27,-0.75,-0.03,0,0,-1,0,0,0,514.47,0,0,1,0,-1,-0.19,-0.03,0,1,0,2640.39,0,-0.55,0,514.47,-1,-1,1319.7,2640.39,0,-1,0,-0.75,0,0,0.2,0,-1,0,0,-0.5,-67075.04,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-0.04,0,-0.5,-1,0,0,0,0,0,0,0,2,-0.61,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1146,NON-FINANCIAL CORPORATION,M,Banking Center,Human Health and Social Work Activities,UNSPECIFIED,1/31/2023,0,0,0,1108789.59,0,0,37156.56,0,0,0,1,1,0,95296.88,95296.88,0,79,0,0,3,0,0,0.1,4.91,4.9,0.03,0.23,0.06,0.04,0,0.44,0.09,0,0,0.04,0.04,0.06,2,1,0.04,-0.67,0.04,0.1,0,-1,0.6,0,0.05,0,0,0,0,0,4.89,0,0.04,0,0,0,0,0,0,0,0,4.89,0,0,0,0,0,0,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6137,NON-FINANCIAL CORPORATION,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,1/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1328,NON-FINANCIAL CORPORATION,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,1/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6624,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Financial and Insurance Activities,UNSPECIFIED,6/30/2021,0,0,0,458741.98,0,0,3586667,1195555.56,769230.77,0,1,0,0,0,0,0,44,0,0,0,0,0,10.75,0,0,0.16,10.75,1.79,1.79,0,10.75,10.75,0,0,0.22,0.98,1.79,0,1,2.15,0,0.36,10.75,0,0,10.75,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5627,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Real Estate Activities,UNSPECIFIED,6/30/2021,0,0,0,526828.53,0,0,4260025.38,1420000,769230.77,0,1,0,0,0,0,0,44,0,0,0,0,0,12.68,-1,-1,0.19,12.68,2.11,2.11,0,12.68,12.68,0,0,0.26,1.15,2.11,-1,1,2.54,0,0.42,12.68,0,-1,12.68,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1.28E+07,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2269,NON-FINANCIAL CORPORATION,UNSPECIFIED,Corp Bank,"Electricity, Gas, Steam and Air Conditioning supply",UNSPECIFIED,6/30/2021,0,0,0,5062381.79,0,0,336.57,0,384615.38,0,1,0,0,0,0,0,33,0,0,0,0,0,0,-1,-1,0.43,0,0.04,0.04,0,0.25,0,0,0,0.06,1.32,2.44,-1,1,0,0,-0.01,0,0,-1,14.44,0,0.03,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7937,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Real Estate Activities,UNSPECIFIED,6/30/2021,177250,1,1,1429656.59,0,0,1584713.69,155555.56,461538.46,0,1,0,0,0,0,0,29,0,0,0,1.51,1.86,2.79,7.51,7.51,0.63,4.28,8.46,8.46,-1,2.62,5.38,2.93,-1,0.92,0.62,8.46,2,1,1.15,2,1.61,5.38,0,-1,5.71,0.36,0.68,0,0,0,0,0,7.51,-0.41,-0.04,0,0,0,10.12,0,-0.41,0.44,0,7.51,0,4.91,10.12,0,-0.52,0,2,0,0,0.13,1,0,0,0,0,0,0,24.19,0,7.88,0,0,17.81,1,0,0,0,6.73,0,0,0,1,7.51,0,0,0,0,0.33,0,-0.18,0,0.33,0,0,0,0,0,0,0,0,3,-0.41,0,0,0,0,0,-0.33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9588,FINANCIAL CORPORATION (NON-BANK),UNSPECIFIED,Banking Center,Financial and Insurance Activities,UNSPECIFIED,6/30/2021,0,0,0,555358.45,0,0,356097.02,145727.82,7692307.77,0,1,1,986198.96,2846469.27,0,0,62,-1166206.91,0.14,0,0.05,0.01,0.08,2.11,2.11,0.03,0.14,0.06,0.06,0,0.4,0.14,-0.07,1,0.03,0.11,0.11,2,31,0.07,-0.33,0.02,0.49,0,-0.74,1.41,0.11,0.07,8.63,0,0,9,0,-0.19,0.14,0.02,0,0.67,0.63,-0.1,0,-0.05,0.01,1.3,-0.74,1.67,-0.28,0.15,-0.46,-0.45,0,2,0,0,-0.01,0.25,-0.9,0,0,-0.4,-2600652.2,-1,-0.28,0,-0.45,0,0,-0.4,0.11,-0.7,0,267.21,-0.51,0,-0.64,0,-0.41,-0.45,-1,0,0,0,-0.09,0.83,-0.03,0,-0.01,-0.23,0,0,0,0,0,0,0,1.13,-0.4,-0.2,0,-0.79,0,0,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5743,PARTNERSHIP,UNSPECIFIED,Retail/BBG Commercial,"Professional, Scientific & Technical Activities",UNSPECIFIED,6/30/2021,617057.26,1,1,2767486.03,0,0,6295327.94,412000,384615.38,0,1,0,0,0,0,0,60,-1235884.77,1.77,0,0.77,1.2,-0.1,8.62,8.62,1.88,3.19,21.89,21.89,1,0.05,0.03,1.81,1,2.64,0.27,21.89,0.67,1,0.8,-0.25,4.36,4.19,0,-0.87,-0.91,0.19,0.39,2.36,0,0,0,0,0.98,0.03,0.06,0,0.5,0.25,0.87,0,-0.12,0.34,2.36,0.09,0,0.5,8.94,0.53,-0.88,0,0.67,0,0,0.25,1,2.36,0,0,0.5,0,0,-0.61,0,2.95,0,0,1.62,0,3.04,0,0,1.11,0,1.68,0,4,-0.5,0,0,0,0,1.5,0.21,-0.14,0,0.63,1.5,0,0,0,0,0,0,0,1,-0.12,0.67,0,1.15,0,0,0.25,0,0,0,0,0,0,0,-0.17,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3834,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Human Health and Social Work Activities,UNSPECIFIED,6/30/2021,887736.1,0,1,2.33E+07,0,1,1.39E+07,444.44,384615.38,0,1,3,0,0,0,-2.09E+07,103,0,351.67,0,0,0,0.32,1379.95,1379.95,0.31,1.06,1.01,0.48,-1,2.93,0.32,0,-1,0.26,0.25,1.34,4,0,0.17,-0.82,0.39,0.55,0,-1,7.08,0,0.21,0,0,0,0,0,1379.95,0,0.03,0,0,1.41,-1,0,0,0,0,-1,0,0,1958.76,689.48,-1,3,4,0,0,0,-1,0,0,0,0,0,0,0.94,-0.06,2118.95,0,0,3347.5,0.83,7.15,0,210150.89,1.09,0,1.91,0,-0.27,1.92,3.53,0,0,0,-0.31,1.59,0.03,0,0,0,0,0,0,0,0,0,0,4.33,0,0.25,0,2.12,0,0,-1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4022,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Education,UNSPECIFIED,6/30/2021,9265311.59,1,1,4.46E+07,2,1,1.90E+07,3444444.44,1153846.23,1,1,0,0,30058.87,0,0,102,0,47.1,0,0.53,0.49,0.8,236.64,236.64,0.54,0.13,5.25,5.25,-0.5,4.21,2.35,0.64,0,0.78,0.44,5.25,4.5,1,0.3,-0.36,1.14,2.35,0,-0.97,1.46,0.02,0.68,0,0,0,0,0,236.64,-0.46,0.01,0,0,0.92,2.24,0,-0.46,-0.01,0,-0.47,0,0.68,2.24,118.08,-0.88,0,1.75,0,0,-0.08,0,0,-1,0,0,0,6,0.61,0,0.03,0,0,0.29,-0.13,8.08,0,103998.06,-0.62,0,3.84,0,-0.3,7.93,22.11,0,0,0,-0.22,0.69,0.01,0,-0.11,-0.36,0,0,0,0,0,0,0,0.5,-0.46,0.4,0.08,124.51,0,0,-0.22,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3005,NON-FINANCIAL CORPORATION,UNSPECIFIED,Corp Bank,"Electricity, Gas, Steam and Air Conditioning supply",UNSPECIFIED,6/30/2021,0,0,0,1.29E+08,0,1,3.28E+07,9798888.89,15384.62,0,1,0,909929.77,2457374.36,0,0,68,-8.63E+07,7.05,0,0.78,0.55,-0.29,37.94,25.03,0.02,0.47,0.2,0.05,5,0.63,0.17,0.32,5,0.04,0.04,0.2,0.64,2,0.18,-0.21,0.09,1.1,0,-0.97,-0.44,0.01,0.14,3.81,0,0,9,0,25.03,-0.4,0.02,0,0.56,0.06,0.33,0,-0.4,0.03,0.2,-0.77,0.6,0.01,1.5,12.13,-0.31,7,0.64,2,0,0,0.16,-0.92,2,0,0.56,-6894456.14,2,-0.76,671.45,0.05,0,0,1.27,-0.19,13.18,0,3699481.37,-0.08,0,4.26,0,0,0.15,19180.33,0,0,0,-0.21,0.21,0.02,0,-0.08,-0.09,0,0,0,0,0,0,0,0.59,-0.4,0.5,0,4.88,0,-0.67,-0.32,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5668,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Real Estate Activities,UNSPECIFIED,6/30/2021,174230.12,1,1,1108761.82,0,0,527987.6,194297.65,76923.08,0,1,2,67428.93,73285.83,0,0,85,-1049538.88,0.64,0,0.28,0.2,-0.2,3.22,3.22,0.3,0,2.55,2.55,0.38,-0.07,-0.09,0.42,0.67,0.38,0.07,2.55,0.48,0,0.01,-0.13,0.54,0.23,0,-0.45,0.94,0.01,0,2.87,0,0,43,0,3.22,-0.09,0,1,0.5,0.11,1.28,0,-0.13,0.01,0.01,-0.45,0.36,0.69,1.28,1.38,-0.35,20,0.48,0.17,0,0.01,0.06,-0.29,0.6,0,0.22,-1461573.65,0.6,2.02,0.08,0.91,0,0,2.53,-0.03,0.65,0,610731.27,1.51,0,2.02,0,-0.03,1.94,1.04,0,0,0,-0.09,0.18,0,0,-0.04,-0.06,0,0,0,0,0,0,0,0.28,-0.13,0.41,0,1.33,0,-0.14,-0.15,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2317,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Financial and Insurance Activities,UNSPECIFIED,6/30/2021,167405.42,1,1,1.59E+07,0,0,4790718.39,988975.7,384615.38,0,1,2,529386.73,1556340,0,0,169,-7427217.03,2.3,0,0.9,1.2,0.57,10.81,10.81,-0.04,0.95,0.14,0.14,0.75,0.56,0.55,0.74,0.75,0,0.08,0.14,0.86,0,0.16,0.17,0.05,0.55,0,-0.11,0.94,0.04,0.08,8.11,0,0,12,0,10.81,0.02,0.09,1,0.33,0.28,-0.29,0,0.02,0.01,-0.15,-0.07,3,-0.5,5.35,5.37,-0.72,3,0.86,1,0,0.03,0.18,-0.87,1,0,0.33,-495821.96,1.5,-0.99,-0.61,-0.43,0,0,-0.43,0.24,11.94,0,43586,-0.8,0,17.23,0,0,-0.66,28.09,0,0,0,0.08,0.51,0,0,0.05,0.13,0,0,0,0,0,0,0,0.43,0.02,0.86,0,10.03,0,1,-0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Real Estate Activities,UNSPECIFIED,6/30/2021,0,0,0,352633.4,0,1,147262.4,19931.39,240384.62,0,1,0,127500,389583.33,0,0,71,-328770,1.36,0,0,0,-0.29,5.96,5.96,0.11,-0.33,0.46,0.13,0,1.82,-0.1,5.63,0,0.2,0.63,0.75,4,1,-0.05,0,0.22,0.33,0,-0.8,3.18,0,0.82,76.95,0,0,3,0,2.34,-0.2,0.12,0,6,0.73,1.13,0,-0.2,0,0.45,0.01,5,0.63,22.26,1.18,-0.72,1,1,0,0,1.4,1.4,-0.8,-1,0,6,-29852.6,-1,28.61,0,0,0,0,97.64,5,4.58,0,388180,1.42,0,0.28,0,0,4.58,-1,0,0,0,0.71,0.5,0.12,0,0.56,5,0,0,0,0,0,0,0,6.5,-0.36,1,0.33,2.38,0,0,-0.29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9315,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,UNSPECIFIED,UNSPECIFIED,6/30/2021,0,0,0,4.42E+07,0,0,1.05E+07,0,1538461.54,0,1,0,0,0,20326.05,0,59,-1.42E+07,6.17,4,0.19,0.28,-0.04,30.89,30.89,0.11,0,0.3,0.3,0,0.44,0.02,0.39,-1,0.12,0.07,0.3,2,1,0,-0.48,0.12,0.05,0,-0.96,0.87,0.04,0.05,0.33,0,0,0,0,0.77,0.02,0.06,0,0,0.11,1.03,0,-0.05,0.03,0.33,-0.5,0,0.8,1.03,0.14,-0.56,1,0.67,0,0,0.06,0.15,0.33,-1,0,0,0,-1,2.16,0,2.66,0,-280000,1.84,0.14,1.29,0,88496.17,2.17,0,0.87,-40000,0.03,98.66,-1,0,-40000,0,0.23,0.09,0.06,0,0.11,0.1,0,0,0,0,0,0,0,0.58,-0.05,0.18,0,-0.11,0,0,0.07,0,0,0,0,0,1,0,1.86,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
536,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,Human Health and Social Work Activities,UNSPECIFIED,6/30/2021,2627900.26,1,1,1.90E+07,0,1,1742811.78,4277.78,1153846.15,0,1,2,0,0,0,0,95,0,20.54,0,0,0,0.08,146.04,102.79,0.18,0.1,1.96,1.96,3,0.12,0.07,0,3,0.25,0.01,1.96,0.75,0,0.02,-0.3,0.4,0.07,0,-1,0.14,0,0.02,0,0,0,0,0,102.79,0,0.01,0,0,0.07,0,0,0,0,0,-0.06,0,0,-1,51.37,-1,2,0.29,0,0,0,0,0,0,0,0,0,1,0,-0.18,0,0,0,-1,0,98.02,0,240451.76,0,0,-0.68,0,0,101.18,0.77,0,0,0,0,-0.01,0.01,0,0,-1,0,0,0,0,0,0,0,-1,0,1.25,0,96.43,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3269,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,"Agriculture, Forestry and Fishing",UNSPECIFIED,6/30/2021,8133337.5,0,1,3.27E+07,1,1,104100.69,0,94749.22,1,1,0,0,0,0,-665015.5,57,0,0.11,0,0,0,1.29,1.03,1.03,30.01,0.56,330.69,330.69,0,0.74,0.99,0,0,41.21,0.04,330.69,0.33,0,0.16,0,66.02,0.99,0,-0.5,-0.59,0,0.16,0,0,0,0,0,0.02,0.99,0.01,0,0,0.02,0,0,0.15,0,0,-0.07,0,0,-0.27,-0.02,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,-0.32,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6603,NON-FINANCIAL CORPORATION,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,6/30/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2664,NON-FINANCIAL CORPORATION,UNSPECIFIED,Retail/BBG Commercial,"Arts, Entertainment & Recreation",UNSPECIFIED,6/30/2021,3433326.73,1,1,1.37E+07,1,1,2.00E+07,2222222.22,384615.38,1,1,1,0,0,0,0,129,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
